Round,Company Name,Eligibility,Required Activity,Submitted Activity,Requested Commitment,Processed Activity,Commitment,Eligibility Next Round,Activity Rule
39,Bell,73282,69618,72248,359803400,72248,329853800,73282,0.950001365
40,Huron Tel,84,80,60,1544000,80,1826000,84,0.952380952
40,NE&W SPC,1541,1464,1127,17478000,1464,20884000,1541,0.950032446
40,Rogers,57219,54359,57099,362729000,57099,338449400,57219,0.950016603
40,Indigitel,8,8,8,28000,8,24000,8,1
40,Brooke Telecom,0,0,0,0,0,0,0,1
40,Cooptel,72,69,69,2448000,69,2379000,72,0.958333333
40,Kingston Online,0,0,0,0,0,0,0,1
40,NWIC,12,12,12,48000,12,42000,12,1
40,Bruce Telecom,84,80,80,2152000,80,1956000,84,0.952380952
40,SaskTel,1040,988,1040,4110000,1040,3800000,1040,0.95
40,ABC Internet,72,69,72,276000,72,250000,72,0.958333333
40,Ecotel,94,90,89,330800,90,299100,94,0.957446809
40,MPVWIFI,1,1,1,3300,1,3000,1,1
40,Bragg,3143,2986,3018,10884800,3018,9826900,3143,0.950047725
40,Elite General,44501,42276,27852,133890000,43706,171756400,44501,0.950001124
40,TELUS,112604,106974,111675,546431000,111675,500477300,112604,0.950001776
40,City West,150,143,144,412000,144,365700,150,0.953333333
40,Tbaytel,35,34,34,99000,34,90000,35,0.971428571
40,Vidéotron,82957,78810,73730,284815100,79170,277528400,82957,0.950010246
40,Sogetel,927,881,681,4386000,881,4625000,927,0.950377562
40,Novus,2110,2005,2110,6971000,2110,6337000,2110,0.950236967
40,Bell,73282,69618,72838,394249400,72838,364725800,73282,0.950001365
41,Huron Tel,84,80,60,1544000,80,1826000,84,0.952380952
41,NE&W SPC,1541,1464,1127,17478000,1464,20884000,1541,0.950032446
41,Rogers,57219,54359,57099,372652000,57099,345604400,57219,0.950016603
41,Indigitel,8,8,8,28000,8,24000,8,1
41,Brooke Telecom,0,0,0,0,0,0,0,1
41,Cooptel,72,69,69,1704000,69,1635000,72,0.958333333
41,Kingston Online,0,0,0,0,0,0,0,1
41,NWIC,12,12,12,48000,12,42000,12,1
41,Bruce Telecom,84,80,80,2152000,80,1956000,84,0.952380952
41,SaskTel,1040,988,1040,4195000,1040,3885000,1040,0.95
41,ABC Internet,72,69,72,276000,72,250000,72,0.958333333
41,Ecotel,94,90,89,330800,90,299100,94,0.957446809
41,MPVWIFI,1,1,1,3300,1,3000,1,1
41,Bragg,3143,2986,3018,10884800,3018,9826900,3143,0.950047725
41,Elite General,44501,42276,27852,134397000,43706,172263400,44501,0.950001124
41,TELUS,112604,106974,111661,549255600,111675,505239300,112604,0.950001776
41,City West,150,143,149,427400,149,379700,150,0.953333333
41,Tbaytel,35,34,34,99000,34,90000,35,0.971428571
41,Vidéotron,82957,78810,73730,285672100,79170,278501400,82957,0.950010246
41,Sogetel,927,881,681,4446000,881,4714000,927,0.950377562
41,Novus,2110,2005,0,0,2110,6337000,2110,0.950236967
41,Bell,73282,69618,72432,364946400,72438,335658800,73282,0.950001365
42,Huron Tel,84,80,60,1544000,80,1826000,84,0.952380952
42,NE&W SPC,1541,1464,1127,17478000,1464,20884000,1541,0.950032446
42,Rogers,57219,54359,56981,362582000,56981,335384400,57219,0.950016603
42,Indigitel,8,8,8,28000,8,24000,8,1
42,Brooke Telecom,0,0,0,0,0,0,0,1
42,Cooptel,72,69,69,1800000,69,1731000,72,0.958333333
42,Kingston Online,0,0,0,0,0,0,0,1
42,NWIC,12,12,12,48000,12,42000,12,1
42,Bruce Telecom,84,80,80,2152000,80,1956000,84,0.952380952
42,SaskTel,1040,988,1040,4290000,1040,3980000,1040,0.95
42,ABC Internet,72,69,72,276000,72,250000,72,0.958333333
42,Ecotel,94,90,89,330800,90,299100,94,0.957446809
42,MPVWIFI,1,1,1,3300,1,3000,1,1
42,Bragg,3143,2986,3018,10884800,3018,9826900,3143,0.950047725
42,Elite General,44501,42276,27852,134949000,43706,172815400,44501,0.950001124
42,TELUS,112604,106974,111647,551020000,111650,506254300,112604,0.950001776
42,City West,150,143,149,427400,149,379700,150,0.953333333
42,Tbaytel,35,34,34,99000,34,90000,35,0.971428571
42,Vidéotron,82957,78810,73730,286737100,79170,279566400,82957,0.950010246
42,Sogetel,927,881,681,4544000,881,4812000,927,0.950377562
42,Novus,2110,2005,2110,6971000,2110,6337000,2110,0.950236967
42,Bell,73282,69618,72438,369580400,72438,339513800,73282,0.950001365
43,Huron Tel,84,80,60,1544000,80,1826000,84,0.952380952
43,NE&W SPC,1541,1464,1127,17478000,1464,20884000,1541,0.950032446
43,Rogers,57219,54359,57099,388813000,57099,360721400,57219,0.950016603
43,Indigitel,8,8,8,28000,8,24000,8,1
43,Brooke Telecom,0,0,0,0,0,0,0,1
43,Cooptel,72,69,69,1905000,69,1836000,72,0.958333333
43,Kingston Online,0,0,0,0,0,0,0,1
43,NWIC,12,12,12,48000,12,42000,12,1
43,Bruce Telecom,84,80,80,2152000,80,1956000,84,0.952380952
43,SaskTel,1040,988,1040,4395000,1040,4085000,1040,0.95
43,ABC Internet,72,69,72,276000,72,250000,72,0.958333333
43,Ecotel,94,90,89,330800,90,299100,94,0.957446809
43,MPVWIFI,1,1,1,3300,1,3000,1,1
43,Bragg,3143,2986,3018,10884800,3018,9826900,3143,0.950047725
43,Elite General,44501,42276,27852,135561000,43706,173427400,44501,0.950001124
43,TELUS,112604,106974,111639,554698000,111642,509268300,112604,0.950001776
43,City West,150,143,149,427400,149,379700,150,0.953333333
43,Tbaytel,35,34,34,99000,34,90000,35,0.971428571
43,Vidéotron,82957,78810,73730,287912100,79170,280741400,82957,0.950010246
43,Sogetel,927,881,681,4651000,881,4919000,927,0.950377562
43,Novus,2110,2005,2110,6971000,2110,6337000,2110,0.950236967
43,Bell,73282,69618,72438,373822400,72438,343908800,73282,0.950001365
44,Huron Tel,84,80,60,1544000,80,1826000,84,0.952380952
44,NE&W SPC,1541,1464,1127,17478000,1464,20884000,1541,0.950032446
44,Rogers,57219,54359,56971,375403000,56971,348342400,57219,0.950016603
44,Indigitel,8,8,8,28000,8,24000,8,1
44,Brooke Telecom,0,0,0,0,0,0,0,1
44,Cooptel,72,69,69,2022000,69,1953000,72,0.958333333
44,Kingston Online,0,0,0,0,0,0,0,1
44,NWIC,12,12,12,48000,12,42000,12,1
44,Bruce Telecom,84,80,80,2152000,80,1956000,84,0.952380952
44,SaskTel,1040,988,1040,4510000,1040,4200000,1040,0.95
44,ABC Internet,72,69,72,276000,72,250000,72,0.958333333
44,Ecotel,94,90,89,330800,90,299100,94,0.957446809
44,MPVWIFI,1,1,1,3300,1,3000,1,1
44,Bragg,3143,2986,3018,10884800,3018,9826900,3143,0.950047725
44,Elite General,44501,42276,27852,136233000,43706,174099400,44501,0.950001124
44,TELUS,112604,106974,111639,559669000,111642,513942300,112604,0.950001776
44,City West,150,143,149,427400,149,379700,150,0.953333333
44,Tbaytel,35,34,34,99000,34,90000,35,0.971428571
44,Vidéotron,82957,78810,73730,289208100,79170,282037400,82957,0.950010246
44,Sogetel,927,881,681,4771000,881,5039000,927,0.950377562
44,Novus,2110,2005,2110,6971000,2110,6337000,2110,0.950236967
44,Bell,73282,69618,72465,378541700,72465,348422800,73282,0.950001365
45,Huron Tel,84,84,60,1544000,80,1826000,80,1
45,NE&W SPC,1541,1541,1067,15864000,1464,20884000,1464,1
45,Rogers,57219,57219,57114,407306400,57114,380438200,57114,1
45,Indigitel,8,8,8,28000,8,24000,8,1
45,Brooke Telecom,0,0,0,0,0,0,0,1
45,Cooptel,72,72,69,2151000,69,2082000,69,1
45,Kingston Online,0,0,0,0,0,0,0,1
45,NWIC,12,12,12,48000,12,42000,12,1
45,Bruce Telecom,84,84,80,2152000,80,1956000,80,1
45,SaskTel,1040,1040,1040,4635000,1040,4325000,1040,1
45,ABC Internet,72,72,72,276000,72,250000,72,1
45,Ecotel,94,94,89,330800,90,300700,90,1
45,MPVWIFI,1,1,1,3300,1,3000,1,1
45,Bragg,3143,3143,3018,10884800,3018,9826900,3018,1
45,Elite General,44501,44501,27852,136974000,43706,174870400,43706,1
45,TELUS,112604,112604,111653,564867500,111656,519169300,111656,1
45,City West,150,150,150,428500,150,380700,150,1
45,Tbaytel,35,35,34,99000,34,91200,34,1
45,Vidéotron,82957,82957,74290,303191100,79730,296050400,79730,1
45,Sogetel,927,927,921,9518000,921,6106000,921,1
45,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
45,Bell,73282,73282,72874,398709200,72874,368776600,72874,1
46,Huron Tel,80,80,60,1544000,80,1826000,80,1
46,NE&W SPC,1464,1464,1067,15864000,1464,20884000,1464,1
46,Rogers,57114,57114,57039,398898100,57039,370432200,57039,1
46,Indigitel,8,8,8,28000,8,24000,8,1
46,Brooke Telecom,0,0,0,0,0,0,0,1
46,Cooptel,69,69,69,2292000,69,2223000,69,1
46,Kingston Online,0,0,0,0,0,0,0,1
46,NWIC,12,12,12,48000,12,42000,12,1
46,Bruce Telecom,80,80,80,2152000,80,1956000,80,1
46,SaskTel,1040,1040,1040,4775000,1040,4465000,1040,1
46,ABC Internet,72,72,72,276000,72,250000,72,1
46,Ecotel,90,90,89,332800,90,302700,90,1
46,MPVWIFI,1,1,1,3300,1,3000,1,1
46,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
46,Elite General,43706,43706,27852,137825000,43706,175721400,43706,1
46,TELUS,111656,111656,111648,562113600,111648,515341300,111648,1
46,City West,150,150,150,428500,150,380700,150,1
46,Tbaytel,34,34,34,100500,34,92700,34,1
46,Vidéotron,79730,79730,74290,306064100,79730,298923400,79730,1
46,Sogetel,921,921,921,10129000,921,6346000,921,1
46,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
46,Bell,72874,72874,72736,396524200,72736,366239600,72736,1
47,Huron Tel,80,80,60,1544000,80,1826000,80,1
47,NE&W SPC,1464,1464,1067,15864000,1464,20884000,1464,1
47,Rogers,57039,57039,57038,404033100,57038,374763200,57038,1
47,Indigitel,8,8,8,28000,8,24000,8,1
47,Brooke Telecom,0,0,0,0,0,0,0,1
47,Cooptel,69,69,69,2448000,69,2379000,69,1
47,Kingston Online,0,0,0,0,0,0,0,1
47,NWIC,12,12,12,48000,12,42000,12,1
47,Bruce Telecom,80,80,80,2152000,80,1956000,80,1
47,SaskTel,1040,1040,1040,4930000,1040,4620000,1040,1
47,ABC Internet,72,72,72,276000,72,250000,72,1
47,Ecotel,90,90,88,329400,89,299300,89,1
47,MPVWIFI,1,1,1,3300,1,3000,1,1
47,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
47,Elite General,43706,43706,27852,138754000,43706,176650400,43706,1
47,TELUS,111648,111648,111648,567418600,111648,520118300,111648,1
47,City West,150,150,150,428500,150,380700,150,1
47,Tbaytel,34,34,34,102000,34,94200,34,1
47,Vidéotron,79730,79730,74290,309217100,79730,302076400,79730,1
47,Sogetel,921,921,921,10799000,921,6610000,921,1
47,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
47,Bell,72736,72736,72716,398674200,72716,368383600,72716,1
48,Huron Tel,80,80,60,1544000,80,1924000,80,1
48,NE&W SPC,1464,1464,1067,15864000,1404,19466000,1404,1
48,Rogers,57038,57038,57038,412594300,57038,381283200,57038,1
48,Indigitel,8,8,8,28000,8,24000,8,1
48,Brooke Telecom,0,0,0,0,0,0,0,1
48,Cooptel,69,69,49,1996000,49,1927000,49,1
48,Kingston Online,0,0,0,0,0,0,0,1
48,NWIC,12,12,12,48000,12,42000,12,1
48,Bruce Telecom,80,80,80,2152000,80,2152000,80,1
48,SaskTel,1040,1040,1040,5100000,1040,4790000,1040,1
48,ABC Internet,72,72,72,276000,72,250000,72,1
48,Ecotel,89,89,88,331200,89,299300,89,1
48,MPVWIFI,1,1,1,3300,1,3000,1,1
48,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
48,Elite General,43706,43706,27852,139778000,43706,177674400,43706,1
48,TELUS,111648,111648,111648,572666600,111648,525850300,111648,1
48,City West,150,150,150,428500,150,380700,150,1
48,Tbaytel,34,34,34,103800,34,94200,34,1
48,Vidéotron,79730,79730,74290,312679100,79730,305538400,79730,1
48,Sogetel,921,921,921,9534000,921,9155000,921,1
48,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
48,Bell,72716,72716,72673,385875100,72673,355581600,72673,1
49,Huron Tel,80,80,60,1652000,80,2032000,80,1
49,NE&W SPC,1404,1404,1067,15918000,1404,19520000,1404,1
49,Rogers,57038,57038,57031,418659500,57031,387152200,57031,1
49,Indigitel,8,8,8,28000,8,24000,8,1
49,Brooke Telecom,0,0,0,0,0,0,0,1
49,Cooptel,49,49,49,2122000,49,2053000,49,1
49,Kingston Online,0,0,0,0,0,0,0,1
49,NWIC,12,12,12,48000,12,42000,12,1
49,Bruce Telecom,80,80,60,1776000,60,1776000,60,1
49,SaskTel,1040,1040,1040,5285000,1040,4975000,1040,1
49,ABC Internet,72,72,72,276000,72,250000,72,1
49,Ecotel,89,89,88,331200,89,299300,89,1
49,MPVWIFI,1,1,1,3300,1,3000,1,1
49,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
49,Elite General,43706,43706,27732,138173000,43586,176069400,43586,1
49,TELUS,111648,111648,111648,578977600,111648,532161300,111648,1
49,City West,150,150,150,428500,150,380700,150,1
49,Tbaytel,34,34,34,103800,34,94200,34,1
49,Vidéotron,79730,79730,74290,316493100,79730,309352400,79730,1
49,Sogetel,921,921,921,14830000,921,9702000,921,1
49,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
49,Bell,72673,72673,72673,391508100,72673,360920600,72673,1
50,Huron Tel,80,80,60,1772000,80,2032000,80,1
50,NE&W SPC,1404,1404,1067,15978000,1404,19520000,1404,1
50,Rogers,57031,57031,57031,426232500,57031,393556200,57031,1
50,Indigitel,8,8,8,28000,8,24000,8,1
50,Brooke Telecom,0,0,0,0,0,0,0,1
50,Cooptel,49,49,49,2260000,49,2191000,49,1
50,Kingston Online,0,0,0,0,0,0,0,1
50,NWIC,12,12,12,48000,12,42000,12,1
50,Bruce Telecom,60,60,40,1304000,40,1184000,40,1
50,SaskTel,1040,1040,1040,5490000,1040,5180000,1040,1
50,ABC Internet,72,72,72,276000,72,250000,72,1
50,Ecotel,89,89,88,331200,89,299300,89,1
50,MPVWIFI,1,1,1,3300,1,3000,1,1
50,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
50,Elite General,43586,43586,27732,139135000,43586,177031400,43586,1
50,TELUS,111648,111648,111648,585929600,111648,538513300,111648,1
50,City West,150,150,150,428500,150,380700,150,1
50,Tbaytel,34,34,34,103800,34,94200,34,1
50,Vidéotron,79730,79730,74290,320691100,79730,313550400,79730,1
50,Sogetel,921,921,881,8633000,881,8254000,881,1
50,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
50,Bell,72673,72673,72673,393337100,72673,361353600,72673,1
51,Huron Tel,80,80,60,1772000,80,2032000,80,1
51,NE&W SPC,1404,1404,1067,15978000,1404,19520000,1404,1
51,Rogers,57031,57031,57023,432300900,57023,399590200,57023,1
51,Indigitel,8,8,8,28000,8,24000,8,1
51,Brooke Telecom,0,0,0,0,0,0,0,1
51,Cooptel,49,49,49,2412000,49,2343000,49,1
51,Kingston Online,0,0,0,0,0,0,0,1
51,NWIC,12,12,12,48000,12,42000,12,1
51,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
51,SaskTel,1040,1040,1040,5715000,1040,5405000,1040,1
51,ABC Internet,72,72,72,276000,72,250000,72,1
51,Ecotel,89,89,88,331200,89,299300,89,1
51,MPVWIFI,1,1,1,3300,1,3000,1,1
51,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
51,Elite General,43586,43586,27732,140195000,43586,178091400,43586,1
51,TELUS,111648,111648,111648,592907600,111648,545491300,111648,1
51,City West,150,150,150,428500,150,380700,150,1
51,Tbaytel,34,34,34,103800,34,94200,34,1
51,Vidéotron,79730,79730,74290,325300100,79730,318159400,79730,1
51,Sogetel,881,881,881,14970000,881,8707000,881,1
51,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
51,Bell,72673,72673,72673,397861100,72673,365855600,72673,1
52,Huron Tel,80,80,60,1772000,80,2032000,80,1
52,NE&W SPC,1404,1404,1067,15978000,1404,20002000,1404,1
52,Rogers,57023,57023,57023,439910900,57023,407572200,57023,1
52,Indigitel,8,8,8,28000,8,24000,8,1
52,Brooke Telecom,0,0,0,0,0,0,0,1
52,Cooptel,49,49,49,2580000,49,2511000,49,1
52,Kingston Online,0,0,0,0,0,0,0,1
52,NWIC,12,12,12,48000,12,42000,12,1
52,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
52,SaskTel,1040,1040,1040,5965000,1040,5655000,1040,1
52,ABC Internet,72,72,72,276000,72,250000,72,1
52,Ecotel,89,89,88,331200,89,299300,89,1
52,MPVWIFI,1,1,1,3300,1,3000,1,1
52,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
52,Elite General,43586,43586,27732,141359000,43586,180043400,43586,1
52,TELUS,111648,111648,111647,594447600,111647,549138300,111647,1
52,City West,150,150,150,428500,150,380700,150,1
52,Tbaytel,34,34,34,103800,34,94200,34,1
52,Vidéotron,79730,79730,74290,330010100,79730,323257400,79730,1
52,Sogetel,881,881,861,6011000,861,5632000,861,1
52,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
52,Bell,72673,72673,72673,402819100,72673,372438600,72673,1
53,Huron Tel,80,80,60,1772000,80,2032000,80,1
53,NE&W SPC,1404,1404,1009,13126000,1354,17621000,1354,1
53,Rogers,57023,57023,57023,448689900,57023,416429200,57023,1
53,Indigitel,8,8,8,28000,8,24000,8,1
53,Brooke Telecom,0,0,0,0,0,0,0,1
53,Cooptel,49,49,34,1450000,34,1381000,34,1
53,Kingston Online,0,0,0,0,0,0,0,1
53,NWIC,12,12,12,48000,12,42000,12,1
53,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
53,SaskTel,1040,1040,1040,6240000,1040,5930000,1040,1
53,ABC Internet,72,72,72,276000,72,250000,72,1
53,Ecotel,89,89,88,331200,89,299300,89,1
53,MPVWIFI,1,1,1,3300,1,3000,1,1
53,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
53,Elite General,43586,43586,27732,141615000,43586,180299400,43586,1
53,TELUS,111647,111647,111607,600674600,111607,555495300,111607,1
53,City West,150,150,150,428500,150,380700,150,1
53,Tbaytel,34,34,34,103800,34,94200,34,1
53,Vidéotron,79730,79730,74290,335978100,79730,329264400,79730,1
53,Sogetel,861,861,861,8325000,861,5834000,861,1
53,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
53,Bell,72673,72673,72673,410057100,72673,379741600,72673,1
54,Huron Tel,80,80,60,1772000,80,2032000,80,1
54,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
54,Rogers,57023,57023,56973,457815900,56973,421716200,56973,1
54,Indigitel,8,8,8,28000,8,24000,8,1
54,Brooke Telecom,0,0,0,0,0,0,0,1
54,Cooptel,34,34,34,1520000,34,1451000,34,1
54,Kingston Online,0,0,0,0,0,0,0,1
54,NWIC,12,12,12,48000,12,42000,12,1
54,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
54,SaskTel,1040,1040,1040,6540000,1040,6230000,1040,1
54,ABC Internet,72,72,72,276000,72,250000,72,1
54,Ecotel,89,89,88,331200,89,299300,89,1
54,MPVWIFI,1,1,1,3300,1,3000,1,1
54,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
54,Elite General,43586,43586,27722,143052000,43576,181095400,43576,1
54,TELUS,111607,111607,111607,611602600,111607,561145300,111607,1
54,City West,150,150,150,428500,150,380700,150,1
54,Tbaytel,34,34,34,103800,34,94200,34,1
54,Vidéotron,79730,79730,79730,348640100,79730,320703400,79730,1
54,Sogetel,861,861,861,8829000,861,6058000,861,1
54,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
54,Bell,72673,72673,72673,418091100,72673,384536600,72673,1
55,Huron Tel,80,80,60,1772000,80,2032000,80,1
55,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
55,Rogers,56973,56973,56945,456025700,56945,419189000,56945,1
55,Indigitel,8,8,8,28000,8,24000,8,1
55,Brooke Telecom,0,0,0,0,0,0,0,1
55,Cooptel,34,34,34,1600000,34,1531000,34,1
55,Kingston Online,0,0,0,0,0,0,0,1
55,NWIC,12,12,12,48000,12,42000,12,1
55,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
55,SaskTel,1040,1040,1040,6870000,1040,6560000,1040,1
55,ABC Internet,72,72,72,276000,72,250000,72,1
55,Ecotel,89,89,88,331200,89,302300,89,1
55,MPVWIFI,1,1,1,3300,1,3000,1,1
55,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
55,Elite General,43576,43576,27722,144669000,43576,182560400,43576,1
55,TELUS,111607,111607,111607,617822600,111607,566614300,111607,1
55,City West,150,150,150,428500,150,380700,150,1
55,Tbaytel,34,34,34,103800,34,97500,34,1
55,Vidéotron,79730,79730,79510,346817100,79510,318728400,79510,1
55,Sogetel,861,861,561,4344000,761,4625000,761,1
55,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
55,Bell,72673,72673,72673,423376100,72673,389254800,72673,1
56,Huron Tel,80,80,60,1772000,80,2032000,80,1
56,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
56,Rogers,56945,56945,56945,461463900,56945,423439500,56945,1
56,Indigitel,8,8,8,28000,8,24000,8,1
56,Brooke Telecom,0,0,0,0,0,0,0,1
56,Cooptel,34,34,32,1748000,32,1748000,32,1
56,Kingston Online,0,0,0,0,0,0,0,1
56,NWIC,12,12,12,48000,12,42000,12,1
56,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
56,SaskTel,1040,1040,1040,7235000,1040,6925000,1040,1
56,ABC Internet,72,72,72,276000,72,250000,72,1
56,Ecotel,89,89,88,334600,89,306300,89,1
56,MPVWIFI,1,1,1,3300,1,3000,1,1
56,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
56,Elite General,43576,43576,27722,146281000,43576,184040400,43576,1
56,TELUS,111607,111607,111607,623827600,111607,572098300,111607,1
56,City West,150,150,150,428500,150,380700,150,1
56,Tbaytel,34,34,34,107600,34,101300,34,1
56,Vidéotron,79510,79510,79510,350731100,79510,322579400,79510,1
56,Sogetel,761,761,761,8141000,761,4749000,761,1
56,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
56,Bell,72673,72673,72673,425241200,72673,390306900,72673,1
57,Huron Tel,80,80,60,1772000,80,2032000,80,1
57,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
57,Rogers,56945,56945,56945,466146100,56945,428121700,56945,1
57,Indigitel,8,8,8,28000,8,24000,8,1
57,Brooke Telecom,0,0,0,0,0,0,0,1
57,Cooptel,32,32,32,1924000,32,1924000,32,1
57,Kingston Online,0,0,0,0,0,0,0,1
57,NWIC,12,12,12,48000,12,42000,12,1
57,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
57,SaskTel,1040,1040,1040,7635000,1040,7325000,1040,1
57,ABC Internet,72,72,72,276000,72,250000,72,1
57,Ecotel,89,89,86,334100,87,305800,87,1
57,MPVWIFI,1,1,1,3300,1,3000,1,1
57,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
57,Elite General,43576,43576,27722,147911000,43576,185670400,43576,1
57,TELUS,111607,111607,111607,629875600,111607,578146300,111607,1
57,City West,150,150,150,428500,150,380700,150,1
57,Tbaytel,34,34,34,111700,34,105400,34,1
57,Vidéotron,79510,79510,79510,354977100,79510,326825400,79510,1
57,Sogetel,761,761,753,5791000,753,5448000,753,1
57,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
57,Bell,72673,72673,72673,429719900,72673,394785600,72673,1
58,Huron Tel,80,80,60,1772000,80,2032000,80,1
58,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
58,Rogers,56945,56945,56937,468898100,56937,430522100,56937,1
58,Indigitel,8,8,8,28000,8,24000,8,1
58,Brooke Telecom,0,0,0,0,0,0,0,1
58,Cooptel,32,32,32,2120000,32,2008000,32,1
58,Kingston Online,0,0,0,0,0,0,0,1
58,NWIC,12,12,12,48000,12,42000,12,1
58,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
58,SaskTel,1040,1040,1040,8075000,1040,7765000,1040,1
58,ABC Internet,72,72,72,276000,72,250000,72,1
58,Ecotel,87,87,85,330900,86,302800,86,1
58,MPVWIFI,1,1,1,3300,1,3000,1,1
58,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
58,Elite General,43576,43576,27722,149701000,43576,187460400,43576,1
58,TELUS,111607,111607,111547,632818600,111547,580925300,111547,1
58,City West,150,150,150,428500,150,380700,150,1
58,Tbaytel,34,34,34,116600,34,115100,34,1
58,Vidéotron,79510,79510,79470,355782100,79470,327546400,79470,1
58,Sogetel,753,753,753,9830000,753,5658000,753,1
58,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
58,Bell,72673,72673,72673,434644200,72673,399419500,72673,1
59,Huron Tel,80,80,60,1772000,80,2032000,80,1
59,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
59,Rogers,56937,56937,56937,473931100,56937,434499100,56937,1
59,Indigitel,8,8,8,28000,8,24000,8,1
59,Brooke Telecom,0,0,0,0,0,0,0,1
59,Cooptel,32,32,32,2212000,32,2100000,32,1
59,Kingston Online,0,0,0,0,0,0,0,1
59,NWIC,12,12,12,48000,12,42000,12,1
59,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
59,SaskTel,1040,1040,1040,8560000,1040,8250000,1040,1
59,ABC Internet,72,72,72,276000,72,250000,72,1
59,Ecotel,86,86,84,330500,85,302400,85,1
59,MPVWIFI,1,1,1,3300,1,3000,1,1
59,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
59,Elite General,43576,43576,27722,151671000,43576,189430400,43576,1
59,TELUS,111547,111547,111527,637450600,111527,584000300,111527,1
59,City West,150,150,150,428500,150,380700,150,1
59,Tbaytel,34,34,34,127400,34,125900,34,1
59,Vidéotron,79470,79470,79110,335976100,79110,307221400,79110,1
59,Sogetel,753,753,728,9258000,728,4638000,728,1
59,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
59,Bell,72673,72673,72673,439737400,72673,403289700,72673,1
60,Huron Tel,80,80,60,1772000,80,2032000,80,1
60,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
60,Rogers,56937,56937,56937,478305500,56937,438741500,56937,1
60,Indigitel,8,8,8,28000,8,24000,8,1
60,Brooke Telecom,0,0,0,0,0,0,0,1
60,Cooptel,32,32,32,2312000,32,2200000,32,1
60,Kingston Online,0,0,0,0,0,0,0,1
60,NWIC,12,12,12,48000,12,42000,12,1
60,Bruce Telecom,40,40,40,1304000,40,1184000,40,1
60,SaskTel,1040,1040,1040,9090000,1040,8780000,1040,1
60,ABC Internet,72,72,72,276000,72,250000,72,1
60,Ecotel,85,85,84,335100,85,307000,85,1
60,MPVWIFI,1,1,1,3300,1,3000,1,1
60,Bragg,3018,3018,3018,10884800,3018,9826900,3018,1
60,Elite General,43576,43576,27602,144868000,43456,182627400,43456,1
60,TELUS,111527,111527,111467,638474600,111467,584826300,111467,1
60,City West,150,150,150,428500,150,380700,150,1
60,Tbaytel,34,34,34,139500,34,138000,34,1
60,Vidéotron,79110,79110,78910,332655100,78910,303834400,78910,1
60,Sogetel,728,728,728,9879000,728,4763000,728,1
60,Novus,2110,2110,2110,6971000,2110,6337000,2110,1
60,Bell,72673,72673,72673,443994900,72673,407393200,72673,1
61,Huron Tel,80,80,60,1772000,80,2032000,80,1
61,NE&W SPC,1354,1354,1009,13419000,1354,17621000,1354,1
61,Rogers,56937,56937,56937,482977900,56937,443413900,56937,1
